LCT_Connections,Category,Type,Import,Export,LicenceArea,FunctionalLocation,SecondarySubstationAlias,Status,Primary_FunctionalLocation,PrimaryFeeder,Latitude,Longitude,geopoint,LocalAuthority
6,Generation,Solar PV,0,14,Eastern Power Networks (EPN),EPN-R00000000E64H-000-222Z,4R0061,Connected,EPN-S0000000H4083,E64 BURWELL PRIMARY,,,"52.2442051076032, 0.279906661434387",East Cambridgeshire District
7,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000007U1299,7U1299,Connected,EPN-S0000000H7009,C33 HAIULT AV PRIMARY,,,"51.6045136085842, 0.690794946943208",Rochford District
7,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-R00000000L33A-000-177Z,5R6998,Connected,EPN-S0000000H5074,L33 BEIGHTON PRIMARY,,,"52.5880717363143, 1.54741671621892",Broadland District
16,Generation,Solar PV,0,20,Eastern Power Networks (EPN),EPN-S0000007U7705,7U7705,Connected,EPN-S0000000H7150,K30 ROMFORD PRIMARY,,,"51.5752086335972, 0.188964156747208",Havering London Boro
7,Generation,Solar PV,0,32,Eastern Power Networks (EPN),EPN-S0000005U0262,5U0262,Connected,EPN-S0000000H5083,H08 ORMESBY PRIMARY,,,"52.696981549141, 1.68113565119983",Great Yarmouth District (B)
12,Generation,Solar PV,0,39,Eastern Power Networks (EPN),EPN-S0000005U1111,5U1111,Connected,EPN-S0000000H5004,H16 BUNGAY PRIMARY,,,"52.4499498942172, 1.4561333324214",East Suffolk District
13,Generation,Solar PV,0,52,Eastern Power Networks (EPN),EPN-S0000004U2877,4U2877,Connected,EPN-S0000000H4054,E11 STOREYS WAY PRIMARY,,,"52.21313690089, 0.0904810177880205",Cambridge District (B)
7,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000008U9060,8U9060,Connected,EPN-S0000000H8118,K56 HATCH END GRID,,,"51.609940103333, -0.3857930256394",Harrow London Boro
6,Generation,Solar PV,0,22,Eastern Power Networks (EPN),EPN-S0000005U3242,5U3242,Connected,EPN-S0000000H5071,L19 ST STEPHENS PRIMARY,,,"52.6172616761469, 1.30650587315745",Norwich District (B)
9,Generation,Solar PV,0,29,Eastern Power Networks (EPN),EPN-S0000007U6244,7U6244,Connected,EPN-S0000000H7058,K07 BECONTREE PRIMARY,,,"51.5400433289092, 0.169530027516649",Barking and Dagenham London Boro
10,Generation,Solar PV,0,38,Eastern Power Networks (EPN),EPN-R00000000B25A-000-031Z,1R4317,Connected,EPN-S0000000H1030,B25 STANTON PRIMARY,,,"52.3410102527763, 0.814904337981131",West Suffolk District
10,Generation,Solar PV,0,33,Eastern Power Networks (EPN),EPN-S0000004U1925,4U1925,Connected,EPN-S0000000F4039,B64 EDISON RD GRID,,,"52.1553085250934, -0.438704637132861",Bedford (B)
61,Generation,Solar PV,0,175,Eastern Power Networks (EPN),EPN-S0000006U0037,6U0037,Connected,EPN-S0000000F6039,C54 PETERBOROUGH SOUTH PRI,,,"52.5576864920696, -0.224915337071402",City of Peterborough (B)
13,Generation,Solar PV,0,49,Eastern Power Networks (EPN),EPN-S0000008U6367,8U6367,Connected,EPN-S0000000H7088,J18 CENTRAL HARPENDEN PRI,,,"51.8181896610823, -0.366696468077535",St. Albans District (B)
53,Generation,Solar PV,0,52,Eastern Power Networks (EPN),EPN-S0000008U1204,8U1204,Connected,EPN-S0000000H8072,A28 CHAUL END PRIMARY,,,"51.905127802418, -0.448183371379066",Luton (B)
8,Generation,Solar PV,0,51,Eastern Power Networks (EPN),EPN-S0000001U0767,1U0767,Connected,EPN-S0000000H1054,B18 HADLEIGH PRIMARY,,,"52.0494558455852, 0.961938216348164",Babergh District
10,Generation,Solar PV,0,34,Eastern Power Networks (EPN),EPN-S0000007U0423,7U0423,Connected,EPN-S0000000J7143,D06 CROUCH END PRIMARY,,,"51.584798078089, -0.139945451851634",Haringey London Boro
22,Generation,Solar PV,0,110,Eastern Power Networks (EPN),EPN-S0000003U2806,3U2806,Connected,EPN-S0000000H3049,J45 MARKS TEY PRIMARY,,,"51.8975007471488, 0.786527264821727",Colchester District (B)
18,Generation,Solar PV,0,41,Eastern Power Networks (EPN),EPN-S0000007U5163,7U5163,Connected,EPN-S0000000H7019,G37 SOUTH CHINGFORD PRIMARY,,,"51.6212310839871, 0.00543585505518728",Waltham Forest London Boro
28,Generation,Solar PV,0,72,Eastern Power Networks (EPN),EPN-S0000001U0713,1U0713,Connected,EPN-S0000000H1052,B16 GROTON PRIMARY,,,"52.0551309094583, 0.77978863580262",Babergh District
14,Generation,Solar PV,0,47,Eastern Power Networks (EPN),EPN-S0000003U2955,3U2955,Connected,EPN-S0000000H3027,J48 CLACTON GRID,,,"51.8055981467017, 1.14206871467427",Tendring District
17,Generation,Solar PV,0,58,Eastern Power Networks (EPN),EPN-S0000003U2912,3U2912,Connected,EPN-S0000000H3021,J47 PELDON PRIMARY,,,"51.7767261496052, 0.926096513129293",Colchester District (B)
8,Generation,Solar PV,0,33,Eastern Power Networks (EPN),EPN-S0000003U2977,3U2977,Connected,EPN-S0000000H3027,J48 CLACTON GRID,,,"51.807121102419, 1.13663369369628",Tendring District
6,Generation,Solar PV,0,15,Eastern Power Networks (EPN),EPN-S0000007U2567,7U2567,Connected,EPN-S0000000H7160,D07 WATSONS RD PRIMARY,,,"51.5987845823836, -0.136442996832816",Haringey London Boro
12,Generation,Solar PV,0,43,Eastern Power Networks (EPN),EPN-S0000003U0206,3U0206,Connected,EPN-S0000000H3040,A73 SOUTH WITHAM PRIMARY,,,"51.7913467962327, 0.624293011198491",Braintree District
9,Generation,Solar PV,0,33,Eastern Power Networks (EPN),EPN-S0000003U3379,3U3379,Connected,EPN-S0000000H3059,J54 CHISBON HEATH PRIMARY,,,"51.8547290916878, 1.11860574111758",Tendring District
6,Generation,Solar PV,0,13,Eastern Power Networks (EPN),EPN-S0000007U5036,7U5036,Connected,EPN-S0000000H7112,G35 NORTH ENFIELD PRIMARY,,,"51.6683691004312, -0.0753570877522146",Enfield London Boro
6,Generation,Solar PV,0,22,Eastern Power Networks (EPN),EPN-S0000006U1639,6U1639,Connected,EPN-S0000000H6077,C56 WALSOKEN GRID,,,"52.6727381853089, 0.187982892453866",King's Lynn and West Norfolk District (B)
16,Generation,Solar PV,0,55,Eastern Power Networks (EPN),EPN-R00000000B56M-000-049Z,1R5629,Connected,EPN-S0000000H1062,B14 FORNHAM PRIMARY,,,"52.2741291511176, 0.765298223913209",West Suffolk District
8,Generation,Solar PV,0,30,Eastern Power Networks (EPN),EPN-S0000006U2217,6U2217,Connected,EPN-S0000000H6072,G10 GAYWOOD BRIDGE PRIMARY,,,"52.7906313083735, 0.433477483899965",King's Lynn and West Norfolk District (B)
7,Generation,Solar PV,0,34,Eastern Power Networks (EPN),EPN-S0000008U1324,8U1324,Connected,EPN-S0000000H8131,A26 DUNSTABLE PRIMARY,,,"51.866904491371, -0.587846373321329",Buckinghamshire
8,Generation,Solar PV,0,27,Eastern Power Networks (EPN),EPN-S0000005U0993,5U0993,Connected,EPN-S0000000H5026,H14 ALPINGTON PRIMARY,,,"52.5724774031872, 1.35242488599723",South Norfolk District
12,Generation,Solar PV,0,45,Eastern Power Networks (EPN),EPN-S0000003U3333,3U3333,Connected,EPN-S0000000H3010,J52 VALLEYBRIDGE RD PRIMARY,,,"51.8104010482283, 1.17054591725657",Tendring District
6,Generation,Solar PV,0,57,Eastern Power Networks (EPN),EPN-R00000000B55E-000-217Z,1R5401,Connected,EPN-S0000000H1018,B55 STOWMARKET GRID,,,"52.2278845626448, 1.07026719525025",Mid Suffolk District
11,Generation,Solar PV,0,31,Eastern Power Networks (EPN),EPN-S0000005U3428,5U3428,Connected,EPN-S0000000H5037,L21 TUCKSWOOD PRIMARY,,,"52.6039019055525, 1.29111845499546",Norwich District (B)
7,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000003U3438,3U3438,Connected,EPN-S0000000H3059,J54 CHISBON HEATH PRIMARY,,,"51.7960679612339, 1.03737743484672",Tendring District
9,Generation,Solar PV,0,29,Eastern Power Networks (EPN),EPN-R00000000E15C-000-138Z,4R4035,Connected,EPN-S0000000H1028,E15 NEWMARKET PRIMARY,,,"52.2004527826804, 0.40228821522673",East Cambridgeshire District
11,Generation,Solar PV,0,35,Eastern Power Networks (EPN),EPN-S0000003U3382,3U3382,Connected,EPN-S0000000H3063,J53 OLD RD PRIMARY,,,"51.7928046485325, 1.14520499640196",Tendring District
8,Generation,Solar PV,0,29,Eastern Power Networks (EPN),EPN-S0000007U0674,7U0674,Connected,EPN-S0000000H7025,C25 BILLERICAY EAST PRIMARY,,,"51.6107703512807, 0.428024943049279",Basildon District (B)
28,Generation,Solar PV,0,91,Eastern Power Networks (EPN),EPN-S0000003U2292,3U2292,Connected,EPN-S0000000H3036,J37 EAST BAY PRIMARY,,,"51.8896535113473, 0.928045447913377",Colchester District (B)
21,Generation,Solar PV,0,86,Eastern Power Networks (EPN),EPN-S0000001U2956,1U2956,Connected,EPN-S0000000H1055,D39 MARTLESHAM PRIMARY,,,"52.0584438833979, 1.27565470870677",East Suffolk District
6,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000008U6332,8U6332,Connected,EPN-S0000000H8132,J17 EAST HARPENDEN PRIMARY,,,"51.8121757094619, -0.337786360489636",St. Albans District (B)
6,Generation,Solar PV,0,19,Eastern Power Networks (EPN),EPN-S0000005U1729,5U1729,Connected,EPN-S0000000H5041,L01 AYLSHAM PRIMARY,,,"52.7881441798209, 1.2572183651563",Broadland District
10,Generation,Solar PV,0,33,Eastern Power Networks (EPN),EPN-S0000006U0445,6U0445,Connected,EPN-S0000000F6037,C04 PETERBOROUGH NORTH GRID,,,"52.6133460410365, -0.270819830836166",City of Peterborough (B)
20,Generation,Solar PV,0,70,Eastern Power Networks (EPN),EPN-S0000004U3481,4U3481,Connected,EPN-S0000000H4045,E19 SAWSTON PRIMARY,,,"52.0689857068108, 0.1717426060251",South Cambridgeshire District
10,Generation,Solar PV,0,14,Eastern Power Networks (EPN),EPN-S0000004U1107,4U1107,Connected,EPN-S0000000H4061,B52 BROGBOROUGH PRIMARY,,,"52.0144821136498, -0.628197066576784",Central Bedfordshire
8,Generation,Solar PV,0,28,Eastern Power Networks (EPN),EPN-S0000003U1954,3U1954,Connected,EPN-S0000000F3002,A57 CHELMSFORD NORTH GRID,,,"51.7551850457656, 0.451834001241749",Chelmsford District (B)
6,Generation,Solar PV,0,14,Eastern Power Networks (EPN),EPN-S0000008U3749,8U3749,Connected,EPN-S0000000H8093,F07 FROGMORE PRIMARY,,,"51.7477580187216, -0.482703917005123",Dacorum District (B)
11,Generation,Solar PV,0,38,Eastern Power Networks (EPN),EPN-S0000003U1955,3U1955,Connected,EPN-S0000000F3002,A57 CHELMSFORD NORTH GRID,,,"51.7554076630611, 0.443337253111611",Chelmsford District (B)
6,Generation,Solar PV,0,17,Eastern Power Networks (EPN),EPN-S0000003U2867,3U2867,Connected,EPN-S0000000H3052,J46 TIPTREE PRIMARY,,,"51.8088356805023, 0.747003005949084",Colchester District (B)
8,Generation,Solar PV,0,26,Eastern Power Networks (EPN),EPN-S0000005U0301,5U0301,Connected,EPN-S0000000H5036,H07 MARTHAM PRIMARY,,,"52.6991306152154, 1.6219253278393",Great Yarmouth District (B)
7,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000004U1645,4U1645,Connected,EPN-S0000000H4085,B61 GODMANCHESTER PRIMARY,,,"52.3183206586452, -0.163793085337952",Huntingdonshire District
9,Generation,Solar PV,0,41,Eastern Power Networks (EPN),EPN-S0000008U3531,8U3531,Connected,EPN-S0000000H8004,F14 BOIS LN PRIMARY,,,"51.6843440378559, -0.619998806201247",Buckinghamshire
13,Generation,Solar PV,0,42,Eastern Power Networks (EPN),EPN-S0000004U1191,4U1191,Connected,EPN-S0000000F4055,B53 LITTLE BARFORD 11KV,,,"52.2131311366368, -0.263320607669051",Huntingdonshire District
7,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000005U1256,5U1256,Connected,EPN-S0000000H5055,H19 REYDON PRIMARY,,,"52.3410082609786, 1.66346225099332",East Suffolk District
7,Generation,Solar PV,0,18,Eastern Power Networks (EPN),EPN-S0000008U7376,8U7376,Connected,EPN-S0000000H8075,J31 HATFIELD PRIMARY,,,"51.747538479221, -0.260365234498692",St. Albans District (B)
6,Generation,Solar PV,0,21,Eastern Power Networks (EPN),EPN-S0000003U2625,3U2625,Connected,EPN-S0000000H3024,J42 ALRESFORD PRIMARY,,,"51.8559160654203, 0.999411245008122",Tendring District
13,Generation,Solar PV,0,38,Eastern Power Networks (EPN),EPN-S0000005U3777,5U3777,Connected,EPN-S0000000H5002,L31 BOUNDARY PARK PRIMARY,,,"52.6475242065989, 1.28993442157706",Norwich District (B)
20,Generation,Solar PV,0,60,Eastern Power Networks (EPN),EPN-S0000006U0048,6U0048,Connected,EPN-S0000000F6039,C54 PETERBOROUGH SOUTH PRI,,,"52.5559716342492, -0.221516805375481",City of Peterborough (B)
19,Generation,Solar PV,0,67,Eastern Power Networks (EPN),EPN-S0000001U0263,1U0263,Connected,EPN-S0000000H1034,B05 BRANDON PRIMARY,,,"52.4733506772685, 0.610947328146905",Breckland District
7,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000007U6728,7U6728,Connected,EPN-S0000000H7047,K19 HORNCHURCH LOCAL PRIMARY,,,"51.5757726697709, 0.238671219884227",Havering London Boro
9,Generation,Solar PV,0,30,Eastern Power Networks (EPN),EPN-S0000008U7605,8U7605,Connected,EPN-S0000000H8061,J59 STEVEGE PRIMARY,,,"51.9081535138333, -0.215525990968095",Stevenage District (B)
7,Generation,Solar PV,0,20,Eastern Power Networks (EPN),EPN-S0000007U5138,7U5138,Connected,EPN-S0000000H7071,G36 PONDERS END PRIMARY,,,"51.635845402051, -0.0407998185627904",Enfield London Boro
18,Generation,Solar PV,0,106,Eastern Power Networks (EPN),EPN-S0000005U1121,5U1121,Connected,EPN-S0000000H5004,H16 BUNGAY PRIMARY,,,"52.4523692308934, 1.45526390651521",East Suffolk District
9,Generation,Solar PV,0,33,Eastern Power Networks (EPN),EPN-S0000005U2636,5U2636,Connected,EPN-S0000000H5057,L12 MOUSEHOLD PRIMARY,,,"52.6488090831715, 1.31794379994832",Broadland District
8,Generation,Solar PV,0,27,Eastern Power Networks (EPN),EPN-S0000008U6597,8U6597,Connected,EPN-S0000000H8047,J20 ADELAIDE ST PRIMARY,,,"51.7464172122607, -0.361417955684454",St. Albans District (B)
7,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000007U6574,7U6574,Connected,EPN-S0000000H7004,K14 CRANHAM PRIMARY,,,"51.5433878013117, 0.251398436423785",Havering London Boro
19,Generation,Solar PV,0,60,Eastern Power Networks (EPN),EPN-S0000007U1229,7U1229,Connected,EPN-S0000000H7009,C33 HAIULT AV PRIMARY,,,"51.610953662372, 0.658693927816461",Rochford District
12,Generation,Solar PV,0,43,Eastern Power Networks (EPN),EPN-S0000003U2489,3U2489,Connected,EPN-S0000000H3005,J40 LEXDEN PRIMARY,,,"51.8924073073961, 0.835744131764769",Colchester District (B)
6,Generation,Solar PV,0,16,Eastern Power Networks (EPN),EPN-S0000004U2715,4U2715,Connected,EPN-S0000000H4001,E76 ARBURY PRIMARY,,,"52.2288498747165, 0.139382326607995",Cambridge District (B)
39,Generation,Solar PV,0,130,Eastern Power Networks (EPN),EPN-S0000003U3552,3U3552,Connected,EPN-S0000000H3074,J56 MERSEA RD PRIMARY,,,"51.8658431546046, 0.906299931051351",Colchester District (B)
17,Generation,Solar PV,0,63,Eastern Power Networks (EPN),EPN-S0000005U0667,5U0667,Connected,EPN-S0000000H5020,H12 LONG RD PRIMARY,,,"52.4478017380608, 1.72940725947205",East Suffolk District
13,Generation,Solar PV,0,40,Eastern Power Networks (EPN),EPN-S0000001U2485,1U2485,Connected,EPN-S0000000H1065,D28 LANGLEY AV PRIMARY,,,"51.9602691829766, 1.32927463053058",East Suffolk District
14,Generation,Solar PV,0,43,Eastern Power Networks (EPN),EPN-S0000003U2116,3U2116,Connected,EPN-S0000000F3002,A57 CHELMSFORD NORTH GRID,,,"51.7430442269434, 0.483866999472752",Chelmsford District (B)
17,Generation,Solar PV,0,61,Eastern Power Networks (EPN),EPN-S0000005U0631,5U0631,Connected,EPN-S0000000H5039,H11 WHAPLOAD RD PRIMARY,,,"52.4960073933101, 1.75259994292343",East Suffolk District
28,Generation,Solar PV,0,84,Eastern Power Networks (EPN),EPN-S0000007U1076,7U1076,Connected,EPN-S0000000H7008,C31 GOOSEBERRY GRN PRIMARY,,,"51.6403884324025, 0.40838922598401",Basildon District (B)
6,Generation,Solar PV,0,21,Eastern Power Networks (EPN),EPN-S0000008U0460,8U0460,Connected,EPN-S0000000H8037,A05 LEIGHTON BUZZARD PRIMARY,,,"51.9330636313395, -0.65402981711847",Central Bedfordshire
8,Generation,Solar PV,0,24,Eastern Power Networks (EPN),EPN-S0000003U2369,3U2369,Connected,EPN-S0000000H3016,J39 BRAISWICK PRIMARY,,,"51.9156293921578, 0.861152188913895",Colchester District (B)
8,Generation,Solar PV,0,26,Eastern Power Networks (EPN),EPN-S0000003U2713,3U2713,Connected,EPN-S0000000H3028,J43 FOXASH PRIMARY,,,"51.9457179758354, 1.04933530155067",Tendring District
9,Generation,Solar PV,0,32,Eastern Power Networks (EPN),EPN-S0000005U2970,5U2970,Connected,EPN-S0000000H5070,L17 SPROWSTON PRIMARY,,,"52.6830073994461, 1.31930291693533",Broadland District
6,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000007U2376,7U2376,Connected,EPN-S0000000F7057,C49 SOUTHEND GRID 11KV,,,"51.5441717739457, 0.689263396516992",Southend-on-Sea (B)
26,Generation,Solar PV,0,77,Eastern Power Networks (EPN),EPN-S0000004U0211,4U0211,Connected,EPN-S0000000H4066,E05 HISTON PRIMARY,,,"52.2236645888498, 0.107097131930314",Cambridge District (B)
16,Generation,Solar PV,0,52,Eastern Power Networks (EPN),EPN-S0000003U2960,3U2960,Connected,EPN-S0000000H3027,J48 CLACTON GRID,,,"51.8065517869067, 1.13246584805826",Tendring District
13,Generation,Solar PV,0,54,Eastern Power Networks (EPN),EPN-S0000008U4205,8U4205,Connected,EPN-S0000000H8160,E56 ROWLEY LN PRIMARY,,,"51.6514382356316, -0.261801029849626",Hertsmere District (B)
6,Generation,Solar PV,0,14,Eastern Power Networks (EPN),EPN-R00000000B10G-000-140Z,1R1482,Connected,EPN-S0000000H1014,B10 DISS GRID,,,"52.345908715616, 1.15856388359697",Mid Suffolk District
6,Generation,Solar PV,0,22,Eastern Power Networks (EPN),EPN-S0000007U1329,7U1329,Connected,EPN-S0000000H7069,C35 LEIGH PRIMARY,,,"51.5544103009879, 0.672072718257554",Southend-on-Sea (B)
21,Generation,Solar PV,0,63,Eastern Power Networks (EPN),EPN-R00000000B11C-000-372Z,1R1781,Connected,EPN-S0000000H1061,B11 DRINKSTONE PRIMARY,,,"52.2083740555286, 0.868793633558348",Mid Suffolk District
8,Generation,Solar PV,0,30,Eastern Power Networks (EPN),EPN-S0000004U1635,4U1635,Connected,EPN-S0000000H4059,J08 BIGGLESWADE PRIMARY,,,"52.0982263249702, -0.295952492042827",Central Bedfordshire
9,Generation,Solar PV,0,31,Eastern Power Networks (EPN),EPN-R00000000D30D-000-228Z,1R6269,Connected,EPN-S0000000H1017,D30 MANOR RD PRIMARY,,,"52.1078745925391, 1.28272790207343",East Suffolk District
6,Generation,Solar PV,0,20,Eastern Power Networks (EPN),EPN-S0000005U0989,5U0989,Connected,EPN-S0000000H5026,H14 ALPINGTON PRIMARY,,,"52.558484020939, 1.43365246739305",South Norfolk District
8,Generation,Solar PV,0,27,Eastern Power Networks (EPN),EPN-R00000000L36A-000-121Z,5R7484,Connected,EPN-S0000000H5048,L36 WORSTEAD PRIMARY,,,"52.7976086636945, 1.45315411850665",North Norfolk District
8,Generation,Solar PV,0,26,Eastern Power Networks (EPN),EPN-S0000008U1619,8U1619,Connected,EPN-S0000000H8039,A39 LUTON AIRPORT PRIMARY,,,"51.8911942018717, -0.378597246221252",Luton (B)
7,Generation,Solar PV,0,33,Eastern Power Networks (EPN),EPN-S0000005U2511,5U2511,Connected,EPN-S0000000H5006,L10 HORSFORD PRIMARY,,,"52.6853332812505, 1.27913569085236",Broadland District
24,Generation,Solar PV,0,79,Eastern Power Networks (EPN),EPN-S0000003U2299,3U2299,Connected,EPN-S0000000H3036,J37 EAST BAY PRIMARY,,,"51.8884708385583, 0.930823059916873",Colchester District (B)
9,Generation,Solar PV,0,26,Eastern Power Networks (EPN),EPN-R00000000L05E-000-145Z,5R4376,Connected,EPN-S0000000H5016,L05 EAST DEREHAM PRIMARY,,,"52.6868551308124, 1.01575014477437",Breckland District
7,Generation,Solar PV,0,21,Eastern Power Networks (EPN),EPN-S0000008U2863,8U2863,Connected,EPN-S0000000H8161,F11 LYE GRN PRIMARY,,,"51.7159937816804, -0.624664314758335",Buckinghamshire
6,Generation,Solar PV,0,20,Eastern Power Networks (EPN),EPN-R00000000G12F-000-165Z,6R3582,Connected,EPN-S0000000H6059,G12 RBOROUGH PRIMARY,,,"52.6949439841525, 0.54867212695655",King's Lynn and West Norfolk District (B)
13,Generation,Solar PV,0,43,Eastern Power Networks (EPN),EPN-S0000005U2075,5U2075,Connected,EPN-S0000000H5016,L05 EAST DEREHAM PRIMARY,,,"52.7175446710605, 0.92777315857663",Breckland District
9,Generation,Solar PV,0,31,Eastern Power Networks (EPN),EPN-S0000003U1019,3U1019,Connected,EPN-S0000000H3062,A40 MALDON WICK PRIMARY,,,"51.6866340910614, 0.657249389781866",Maldon District (B)
8,Generation,Solar PV,0,24,Eastern Power Networks (EPN),EPN-S0000007U3693,7U3693,Connected,EPN-S0000000H7031,F38 ROYSTON PRIMARY,,,"52.0408597182146, -0.154195498872264",North Hertfordshire District
7,Generation,Solar PV,0,21,Eastern Power Networks (EPN),EPN-R00000000B10C-000-439Z,1R1439,Connected,EPN-S0000000H1014,B10 DISS GRID,,,"52.4141558329544, 1.09532685662951",South Norfolk District
7,Generation,Solar PV,0,24,Eastern Power Networks (EPN),EPN-S0000004U3392,4U3392,Connected,EPN-S0000000H4002,E17 BASSINGBOURN PRIMARY,,,"52.0608883813296, -0.127888665011366",South Cambridgeshire District
18,Generation,Solar PV,0,49,Eastern Power Networks (EPN),EPN-R00000000H20B-000-133Z,1R7553,Connected,EPN-S0000000H5007,H20 LAXFIELD PRIMARY,,,"52.3220682187123, 1.27246474504278",Mid Suffolk District
10,Generation,Solar PV,0,34,Eastern Power Networks (EPN),EPN-S0000007U6761,7U6761,Connected,EPN-S0000000H7047,K19 HORNCHURCH LOCAL PRIMARY,,,"51.550176879812, 0.233741860349597",Havering London Boro
